"coreid","goodQualityAccessURI","scientificName","caption","comments","tag"
1374688,"https://lichenportal.org/imglib/lichens/types/Cladonia_hammeri_holo.JPG","Cladonia hammeri","","Holotype","HasOrganism"
1420660,"https://lichenportal.org/imglib/lichens/types/Caloplaca_texana_iso.JPG","Caloplaca texana","","Isotype","HasOrganism"
1374658,"https://lichenportal.org/imglib/lichens/types/Catapyrenium_caeruleopulvinum_iso.JPG","Placopyrenium caeruleopulvinum","","Isotype","HasOrganism"
690634,"https://lichenportal.org/imglib/lichens/UNC/201102/Unknown_R-4.jpg","Endocarpon","field image of specimen source","",""
691204,"https://lichenportal.org/imglib/lichens/UNC/201102/Melanelixia_subargentifer.jpg","Melanelixia subargentifera","field image of specimen source","specimen at HBG for study",""
689736,"https://lichenportal.org/imglib/lichens/UNC/201102/Multiclavula_mucida_D_Har.jpg","Multiclavula mucida","field image of specimen source","",""
689162,"https://lichenportal.org/imglib/lichens/UNC/201102/Mycoporum_acervatum.jpg","Mycoporum acervatum","field image of specimen source","",""
691348,"https://lichenportal.org/imglib/lichens/UNC/201102/Brigantiaea_leucoxantha_1.jpg","Brigantiaea leucoxantha","field image of specimen source","",""
691094,"https://lichenportal.org/imglib/lichens/UNC/201102/Chrysothrix_xanthina_474_.jpg","Chrysothrix xanthina","field image of specimen source","",""
690901,"https://lichenportal.org/imglib/lichens/UNC/201102/Cladonia_arbuscula_FOMA_1.jpg","Cladonia leporina","field image of specimen","",""
690294,"https://lichenportal.org/imglib/lichens/UNC/201102/Cladonia_caroliniana__mos.jpg","Cladonia caroliniana","field image of specimen source","",""
691096,"https://lichenportal.org/imglib/lichens/UNC/201102/Cladonia_subtenuis_475_RA.jpg","Cladonia subtenuis","field image of specimen source","",""
690879,"https://lichenportal.org/imglib/lichens/UNC/201102/Lecanora_caesiorubella_FO.jpg","Lecanora protervula","field image of specimen","",""
691133,"https://lichenportal.org/imglib/lichens/UNC/201102/Leptogium_cyanescens_PIMO.jpg","Leptogium cyanescens","field image of specimen source","",""
691207,"https://lichenportal.org/imglib/lichens/UNC/201102/Varicellaria_velata_441_.jpg","Varicellaria velata","Varicellaria velata thallus","","HasOrganism"
690990,"https://lichenportal.org/imglib/lichens/UNC/201102/007_Lopodia_disciformis1.jpg","Lopadium disciforme","field image of specimen source","",""
690992,"https://lichenportal.org/imglib/lichens/UNC/201102/009_Biatora_pontica.jpg","Biatora pontica","field image of specimen source","",""
691011,"https://lichenportal.org/imglib/lichens/UNC/201102/018_Rhizocarpon_eupatraeo.jpg","Rhizocarpon eupetraeoides","","photovoucher; specimen at hb-Eagle Hill, Maine",""
691021,"https://lichenportal.org/imglib/lichens/UNC/201102/020_Ochrolechia_androgyna.jpg","Ochrolechia androgyna","field image of specimen source","",""
691035,"https://lichenportal.org/imglib/lichens/UNC/201102/023_Umbilicaria_mammulata.jpg","Umbilicaria mammulata","field image of specimen","",""
691036,"https://lichenportal.org/imglib/lichens/UNC/201102/022_Lasallia_papulosa.jpg","Umbilicaria papulosa","field image of specimen","",""
690980,"https://lichenportal.org/imglib/lichens/UNC/201102/032_Ochrolechia_pseudopal.jpg","Ochrolechia pseudopallescens","field image of specimen source","",""
691092,"https://lichenportal.org/imglib/lichens/UNC/201102/Parmotrema_hypotropum_472.jpg","Parmotrema hypotropum","field image of specimen","",""
689954,"https://lichenportal.org/imglib/lichens/UNC/201102/Parmotrema_hypotropum_JMN.jpg","Parmotrema hypotropum","field image of specimen","image by Roger Rittmaster",""
691125,"https://lichenportal.org/imglib/lichens/UNC/201102/Parmotrema_subrigidum_FOM.jpg","Parmotrema subrigidum","field image of specimen","",""
691161,"https://lichenportal.org/imglib/lichens/UNC/201102/Parmotrema_xanthium_PIMO_.jpg","Parmotrema xanthinum","field image of specimen source","image by Janet Pearson",""
689149,"https://lichenportal.org/imglib/lichens/UNC/201102/Peltigera_phyllidiosa_1.jpg","Peltigera phyllidiosa","field image of specimen source","",""
689149,"https://lichenportal.org/imglib/lichens/UNC/201102/Peltigera_phyllidiosa_brn.jpg","Peltigera phyllidiosa","same specimen source, one year later","",""
689948,"https://lichenportal.org/imglib/lichens/UNC/201102/Pyxine_sorediata__JMNP_R_.jpg","Pyxine sorediata","field image of specimen source","",""
689850,"https://lichenportal.org/imglib/lichens/UNC/201102/Ramalina_petrina_TN_C_Par.jpg","Ramalina petrina","field image of specimen source","",""
691312,"https://lichenportal.org/imglib/lichens/UNC/201102/Ramalina_stenospora_THRO.jpg","Ramalina stenospora","field image of specimen","",""
690898,"https://lichenportal.org/imglib/lichens/UNC/201102/Ramalina_willeyi_FOMA.jpg","Ramalina willeyi","field image of specimen","",""
691098,"https://lichenportal.org/imglib/lichens/UNC/201102/Usnea_ceratina_477_RARO.jpg","Usnea ceratina","field image of specimen","",""
689383,"https://lichenportal.org/imglib/lichens/UNC/201102/Flakea_papillata_Alamance.jpg","Flakea papillata","field image of specimen source","cover image on Bryologist 112(3)",""
689801,"https://lichenportal.org/imglib/lichens/UNC/201102/Placidium_lacinulatum_1TN.jpg","Clavascidium lacinulatum","field image of specimen source","",""
690498,"https://lichenportal.org/imglib/lichens/UNC/201102/Pertusaria_multipunctoide.jpg","Lepra multipunctoides","field image of specimen source","",""
690525,"https://lichenportal.org/imglib/lichens/UNC/201102/Graphis_on_holly1.jpg","Graphis scripta","field image of specimen source","",""
689249,"https://lichenportal.org/imglib/lichens/UNC/201102/Lepraria_friabilis_MFBR.jpg","Lepraria friabilis","field image of specimen source","",""
690940,"https://lichenportal.org/imglib/lichens/UNC/201102/Chrysothrix_insulizans_36.jpg","Chrysothrix insulizans","field image of specimen source","",""
762532,"https://lichenportal.org/imglib/lichens/NCU/201103/6_Coenogonium_2673.jpg","Coenogonium pineti","field image of specimen source","",""
762539,"https://lichenportal.org/imglib/lichens/NCU/201103/9_Arthothelium_taediosum_.jpg","Arthonia susa","field image of specimen source","",""
762133,"https://lichenportal.org/imglib/lichens/NCU/201104/Caloplaca_subsoluta_RO-13.jpg","Squamulea subsoluta","field image of specimen source","",""
762274,"http://bornnaturalist.org/images/20070213/4.jpg","Hypogymnia imshaugii","field image of specimen source","photo by Jason Hollinger",""
762450,"http://bornnaturalist.org/images/20070213/24.jpg","Ramalina farinacea","field image of specimen source","photo by Jason Hollinger",""
762442,"http://bornnaturalist.org/images/20070213/32.jpg","Ramalina menziesii","field image of specimen source","photo by Jason Hollinger",""
762289,"https://www.waysofenlichenment.net/lichens/Letharia/columbiana/Letharia_columbiana-jason-20070214-62-69%251.jpg","Letharia columbiana","field image of specimen source","photo by Jason Hollinger","HasOrganism"
762409,"http://bornnaturalist.org/images/20070221/58.jpg","Flavopunctelia flaventior","field image of specimen source","photo by Jason Hollinger",""
762290,"http://bornnaturalist.org/images/20070221/42.jpg","Leptogium saturninum","","photo by Jason Hollinger",""
762290,"http://bornnaturalist.org/images/20070221/43.jpg","Leptogium saturninum","close-up of lobe edge","photo by Jason Hollinger",""
762304,"http://bornnaturalist.org/images/20070221/54.jpg","Lobaria hallii","field image of specimen source","photo by Jason Hollinger",""
762294,"http://bornnaturalist.org/images/20070221/4.jpg","Lobaria pulmonaria","field image of specimen source","photo by Jason Hollinger",""
762408,"https://lichenportal.org/imglib/lichens/NCU/201104/JPH_715.jpg","Flavoparmelia caperata","field image of specimen source","photo by Jason Hollinger",""
762454,"http://bornnaturalist.org/images/20070223/66.jpg","Lobaria anthraspis","upper side","photo by Jason Hollinger",""
762454,"http://bornnaturalist.org/images/20070223/65.jpg ","Lobaria anthraspis","underside","photo by Jason Hollinger",""
762421,"http://bornnaturalist.org/images/20070224/54.jpg","Usnea rubicunda","","photo by Jason Hollinger",""
762443,"http://bornnaturalist.org/images/20070226/3.jpg","Ramalina leptocarpha","field image of specimen source","photo by Jason Hollinger",""
762405,"http://bornnaturalist.org/images/20091006/23.jpg","Cladonia ochrochlora","field image of specimen source","photo by Jason Hollinger",""
762278,"http://bornnaturalist.org/images/20091007/196.jpg","Hypogymnia physodes","field image of specimen source","photo by Jason Hollinger",""
762309,"http://bornnaturalist.org/images/20091007/316.jpg","Anaptychia palmulata","field image of specimen source","photo by Jason Hollinger",""
762172,"http://bornnaturalist.org/images/20091027/196.jpg","Phaeophyscia adiastola","","photo by Jason Hollinger",""
762428,"http://bornnaturalist.org/images/20091027/248.jpg","Usnea ceratina","","photo by Jason Hollinger",""
762410,"http://bornnaturalist.org/images/20091027/291.jpg","Fuscopannaria leucosticta","","photo by Jason Hollinger",""
762315,"http://bornnaturalist.org/images/20100312/7.jpg","Cladonia apodocarpa","field image of specimen source","photo by Jason Hollinger",""
762456,"http://bornnaturalist.org/images/20070102/45.jpg ","Ramalina stenospora","field image of specimen source","photo by Jason Hollinger",""
764639,"https://lichenportal.org/imglib/lichens/NCU/201112/Roan_Mtn_Rhizocarpon.jpg","Rhizocarpon geographicum","","image enhanced by E. Rivas Plata",""
128739,"https://lichenportal.org/imglib/lichens/ASU/201201/Acarospora_badiofusca_Nas.jpg","Acarospora badiofusca","","","HasOrganism"
99575,"https://lichenportal.org/imglib/lichens/ASU/201201/A_obpallens_Nash_44076.jpg","Acarospora obpallens","","","HasOrganism"
690634,"https://lichenportal.org/imglib/lichens/NCU/201203/Endocarpon_1_Turnipseed.jpg","Endocarpon","field image of specimen source population","",""
761929,"https://lichenportal.org/imglib/lichens/NCU/201203/Dermatocarpon_arenosaxi_2.jpg","Dermatocarpon arenosaxi","field image of specimen","",""
762029,"https://lichenportal.org/imglib/lichens/NCU/201203/Graphis_striatula.jpg","Allographa striatula","field image of specimen source","",""
762241,"https://lichenportal.org/imglib/lichens/NCU/201203/Pyxine_subcinerea_2651_Tu.jpg","Pyxine subcinerea","field image of specimen","",""
761750,"https://lichenportal.org/imglib/lichens/NCU/201208/GBP_2073.jpg","Melaspilea demissa","","","HasOrganism"
68494,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0065/ASU0065931a.jpg","Ramalina pacifica","","","HasOrganism"
80747,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0065/ASU0065935a.jpg","Ramalina puberulenta","","","HasOrganism"
1374720,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068197.jpg","Hypogymnia heterophylla","","","HasOrganism"
59718,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068018a.jpg","Alectoria imshaugii","","","HasOrganism"
1374628,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068021a.jpg","Acarospora calcarea","","","HasOrganism"
105604,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068022a.jpg","Trimmatothelopsis oreophila","","","HasOrganism"
1374636,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068023a.jpg","Acarospora robiniae","","","HasOrganism"
38007,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068024a.jpg","Acarospora rouxii","","","HasOrganism"
1374629,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068025a.jpg","Acarospora nashii","","","HasOrganism"
1374637,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068030a.jpg","Aspicilia quartzitica","","","HasOrganism"
1420659,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068031a.jpg","Bacidina californica","","","HasOrganism"
1374638,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068032a.jpg","Bacidia kekesiana","","","HasOrganism"
1374641,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068035a.jpg","Biatora santensis","","","HasOrganism"
1374649,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068063a.jpg","Caloplaca phyllidizans","","","HasOrganism"
1374651,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068065a.jpg","Caloplaca stantonii","","","HasOrganism"
1420660,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068068a.jpg","Caloplaca texana","","","HasOrganism"
1439370,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068069a.jpg","Candelariella californica","","","HasOrganism"
1374658,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068073a.jpg","Placopyrenium caeruleopulvinum","","","HasOrganism"
1374666,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068143a.jpg","Buellia muriformis","","","HasOrganism"
1374668,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068145a.jpg","Buellia navajoensis","","","HasOrganism"
1374670,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068147a.jpg","Buellia ryanii","","","HasOrganism"
1374673,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068150a.jpg","Buellia tolucae","","","HasOrganism"
1374676,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068153a.jpg","Calicium fuscipes","","","HasOrganism"
1374678,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068155a.jpg","Caloplaca pellodella","","","HasOrganism"
1374679,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068156a.jpg","Caloplaca arizonica","","","HasOrganism"
1374681,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068158a.jpg","Caloplaca brattiae","","","HasOrganism"
1374686,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068163a.jpg","Cladonia ecmocyna subsp. occidentalis","","","HasOrganism"
1374687,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068164a.jpg","Cladonia georgiana","","","HasOrganism"
1374688,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068165a.jpg","Cladonia hammeri","","","HasOrganism"
1374691,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068168a.jpg","Cladonia nashii","","","HasOrganism"
1374694,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068171a.jpg","Coccocarpia stellata","","","HasOrganism"
1374699,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068176a.jpg","Dimerella frederici","","","HasOrganism"
1374702,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068179a.jpg","Endocarpon tuckermani","","","HasOrganism"
1374708,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068185a.jpg","Fuscopannaria thiersii","","","HasOrganism"
1374710,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068187a.jpg","Gyalideopsis moodyae","","","HasOrganism"
1374711,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068188a.jpg","Haematomma americanum","","","HasOrganism"
1374718,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068195a.jpg","Hydrothyria venosa","","","HasOrganism"
1374719,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068196a.jpg","Hypocenomyce oligospora","","","HasOrganism"
1374720,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068197a.jpg","Hypogymnia heterophylla","","","HasOrganism"
1374721,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0068/ASU0068198a.jpg","Hypogymnia mollis","","","HasOrganism"
1374736,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069088a.jpg","Lecania arizonica","","","HasOrganism"
1374737,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069089a.jpg","Lecania caloplacicola","","","HasOrganism"
1374738,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069090a.jpg","Lecania chalcophila","","","HasOrganism"
1374741,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069093a.jpg","Lecania pacifica","","","HasOrganism"
1374742,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069094a.jpg","Lecania ryaniana","","","HasOrganism"
1374743,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069095a.jpg","Lecanactis salicina","","","HasOrganism"
1374758,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069110a.jpg","Lecanora geiserae","","","HasOrganism"
1374761,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069114a.jpg","Lecanora kofae","","","HasOrganism"
1374762,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069115a.jpg","Lecanora mazatzalensis","","","HasOrganism"
1374763,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069116a.jpg","Lecanora mellea","","","HasOrganism"
1374777,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069130a.jpg","Lecanora subcavicola","","","HasOrganism"
1374778,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069131a.jpg","Lecanora texana","","","HasOrganism"
1374779,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069132a.jpg","Lecanora thallophila","","","HasOrganism"
1374781,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069134a.jpg","Acarospora thelococcoides","","","HasOrganism"
1374783,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069136a.jpg","Lecanora weberi","","","HasOrganism"
1374788,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069141a.jpg","Lecidea texana","","","HasOrganism"
1374789,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069142a.jpg","Lecidella nashiana","","","HasOrganism"
1374790,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069143a.jpg","Lepraria adhaerens","","","HasOrganism"
1374792,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069145a.jpg","Lepraria alpina","","","HasOrganism"
1374793,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069146a.jpg","Leprocaulon santamonicae","","","HasOrganism"
1374795,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069148a.jpg","Lepraria texta","","","HasOrganism"
1374797,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069150a.jpg","Leptogium byssinum","","","HasOrganism"
1374798,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069152a.jpg","Lichenochora xanthoriae","","","HasOrganism"
1374799,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069153a.jpg","Lichenodiplis dendrographae","","","HasOrganism"
1374804,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069158a.jpg","Melanelia tominii","","","HasOrganism"
1374734,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069160a.jpg","Muellerella lecanactidis","","","HasOrganism"
1374807,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069161a.jpg","Parmelia chiricahuensis","","","HasOrganism"
1374809,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069163a.jpg","Niebla ceruchoides","","","HasOrganism"
1374811,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069165a.jpg","Niebla laevigata","","","HasOrganism"
1374812,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069166a.jpg","Niebla polymorpha","","","HasOrganism"
1374813,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069167a.jpg","Niebla procera","","","HasOrganism"
1374735,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069168a.jpg","Ocellularia americana","","","HasOrganism"
1374817,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069171a.jpg","Xanthoparmelia ajoensis","","","HasOrganism"
1374819,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069173a.jpg","Neofuscelia atticoides","","","HasOrganism"
1374820,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069174a.jpg","Neofuscelia brunella","","","HasOrganism"
1374822,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069176a.jpg","Flavopunctelia darrowii","","","HasOrganism"
1374823,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069177a.jpg","Parmelia dierythra","","","HasOrganism"
1374824,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069178a.jpg","Xanthoparmelia dissensa","","","HasOrganism"
1374829,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069183a.jpg","Xanthoparmelia huachucensis","","","HasOrganism"
1374831,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069185a.jpg","Neofuscelia infrapallida","","","HasOrganism"
1374832,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069186a.jpg","Parmelia joranadae","","","HasOrganism"
1374834,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069188a.jpg","Xanthoparmelia nigropsoromifera","","","HasOrganism"
1374839,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069193a.jpg","Parmelia tucsonensis","","","HasOrganism"
1374842,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069196a.jpg","Parmelia ambigua var. halei","","","HasOrganism"
1374843,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069197a.jpg","Parmeliopsis capitata","","","HasOrganism"
1374847,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069201a.jpg","Ochrolechia subisidiata","","","HasOrganism"
1374865,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069219a.jpg","Peltula cylindrica","","","HasOrganism"
1374867,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069221a.jpg","Pertusaria brattiae","","","HasOrganism"
1374873,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069227a.jpg","Physcia duplicorticata","","","HasOrganism"
1374879,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069271a.jpg","Pyrenula nitidella var. maculata","","","HasOrganism"
1374895,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069291a.jpg","Porina peregrina","","","HasOrganism"
1374925,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069521a.jpg","Physconia isidiomuscigena","","","HasOrganism"
1374926,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069522a.jpg","Placidium lacinulatum var. atrans","","","HasOrganism"
1374930,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069526a.jpg","Placynthiella knudsenii","","","HasOrganism"
1374932,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069528a.jpg","Psora cerebriformis","","","HasOrganism"
1374934,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069530a.jpg","Psora pacifica","","","HasOrganism"
1374935,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069531a.jpg","Psora tuckermanii","","","HasOrganism"
1374937,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069533a.jpg","Punctelia graminicola","","","HasOrganism"
1374880,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069275a.jpg","Staurolemma weberi","","","HasOrganism"
1374881,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069276a.jpg","Staurothele verruculosa","","","HasLabel,HasOrganism"
1374893,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069288a.jpg","Verrucaria bernardinensis","","","HasOrganism"
1374907,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069310a.jpg","Rinodina ascociscana","","","HasOrganism"
1374908,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069311a.jpg","Rinodina ascociscana","","","HasOrganism"
1374909,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069312a.jpg","Rinodina badiexcipula","","","HasOrganism"
1374910,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069313a.jpg","Rinodina intermedia","","","HasOrganism"
1374911,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069314a.jpg","Rinodina aurantiaca","","","HasOrganism"
1374912,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069315a.jpg","Rinodina grandilocularis","","","HasOrganism"
1374914,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069317a.jpg","Rinodina innata","","","HasOrganism"
1374916,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069319a.jpg","Rinodina verruciformis","","","HasOrganism"
1374919,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069322a.jpg","Sarcogyne similis","","","HasOrganism"
1374923,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069326a.jpg","Scoliciosporum pensylvanicum","","","HasOrganism"
1374924,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069327a.jpg","Skyttea pertusariicola","","","HasOrganism"
1374938,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069591a.jpg","Stereocaulon nivale","","","HasOrganism"
1374941,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069594a.jpg","Toninia ruginosa subsp. pacifica","","","HasOrganism"
1374944,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069597a.jpg","Umbilicaria americana","","","HasOrganism"
1374945,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069598a.jpg","Umbilicaria krascheninnikovii","","","HasOrganism"
1374946,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069599a.jpg","Umbilicaria intermedia","","","HasOrganism"
1374966,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0070/ASU0070086a.jpg","Xanthoparmelia idahoensis","","","HasOrganism"
1374969,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0070/ASU0070089a.jpg","Xanthoparmelia lobulatella","","","HasOrganism"
1374976,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0070/ASU0070096a.jpg","Xanthoparmelia maricopensis","","","HasOrganism"
1374981,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0070/ASU0070104a.jpg","Xanthoparmelia nigrolavicola","","","HasOrganism"
1374995,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0070/ASU0070119a.jpg","Xanthoparmelia subcumberlandia","","","HasOrganism"
1374996,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0070/ASU0070120a.jpg","Xanthoparmelia subtasmanica","","","HasOrganism"
1374997,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0070/ASU0070121a.jpg","Xanthopsora texana","","","HasOrganism"
1374998,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0070/ASU0070122a.jpg","Xanthoparmelia tuckeriana","","","HasOrganism"
1375009,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0070/ASU0070133a.jpg","Xylographa pruinodisca","","","HasOrganism"
1374745,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069097a.jpg","Lecanora albocaesiella","","","HasOrganism"
1374747,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069099a.jpg","Lecanora arenisaxicola","","","HasOrganism"
1374748,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069100a.jpg","Lecanora austrocalifornica","","","HasOrganism"
1374752,"https://lichenportal.org/imglib/storage/asu/lichens/ASU0069/ASU0069104a.jpg","Lecanora christoi","","","HasOrganism"
761750,"https://lichenportal.org/imglib/lichens/NCU/201403/GBP_2073_Holly.jpg","Melaspilea demissa","Ascoma section","","HasOrganism"
761750,"https://lichenportal.org/imglib/lichens/NCU/201403/GBP_2073_Holly1.jpg","Melaspilea demissa","Spores","","HasOrganism"
