id,scientific_name,image_url,latitude,longitude,county
5880977,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/7328554/medium.jpg,30.41797222,-97.75853611,Travis
5880980,Robergea albicedrae,https://inaturalist-open-data.s3.amazonaws.com/photos/7328573/medium.jpg,30.41797222,-97.75853611,Travis
5948724,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/7429130/medium.jpg,30.20380242,-97.82385442,Travis
5948736,Flavoparmelia rutidota,https://inaturalist-open-data.s3.amazonaws.com/photos/7429156/medium.jpg,30.20695328,-97.82297064,Travis
6027403,Parmotrema reticulatum,https://inaturalist-open-data.s3.amazonaws.com/photos/7544839/medium.jpeg,30.16107095,-97.80623662,Travis
7937460,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/10480704/medium.png,30.19458415,-97.60935187,Travis
8058458,Teloschistes chrysophthalmus,https://static.inaturalist.org/photos/10677496/medium.jpg,30.24091333,-97.69819667,Travis
8281595,Teloschistes chrysophthalmus,https://static.inaturalist.org/photos/10984988/medium.jpg,30.2407292,-97.7001474,Travis
8495273,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/11329195/medium.jpeg,30.24147385,-97.69871667,Travis
8551577,Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/11414744/medium.jpg,30.25007546,-97.70632159,Travis
8558650,Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/11438553/medium.jpg,30.18749916,-97.72273958,Travis
8559844,Xanthoria parietina,https://static.inaturalist.org/photos/11440681/medium.jpg,30.18741639,-97.72261762,Travis
8559847,Teloschistes chrysophthalmus,https://static.inaturalist.org/photos/11440690/medium.jpg,30.18731212,-97.72283245,Travis
8576244,Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/11458448/medium.jpg,30.18630642,-97.72321978,Travis
8577568,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/11460249/medium.jpg,30.2415,-97.69722,Travis
8583279,Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/11470075/medium.jpg,30.18683333,-97.72300833,Travis
8610351,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/11515848/medium.jpeg,30.20129585,-97.74047852,Travis
8619610,Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/11531531/medium.jpg,30.18622,-97.72328,Travis
8622283,Usnea strigosa,https://static.inaturalist.org/photos/11536020/medium.jpg,30.19791385,-97.88218584,Travis
8623855,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/11538827/medium.jpeg,30.1803582,-97.7217397,Travis
8624362,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/11540031/medium.jpeg,30.24101257,-97.69805908,Travis
8687736,Ramalina celastri,https://static.inaturalist.org/photos/11643115/medium.jpg,30.20990833,-97.82557833,Travis
8729096,Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/11710281/medium.jpg,30.24143722,-97.698141,Travis
8734475,Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/11720201/medium.jpg,30.44623804,-97.57129669,Travis
8788435,Teloschistes chrysophthalmus,https://static.inaturalist.org/photos/11796439/medium.jpeg,30.23176455,-97.79272387,Travis
8841249,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/11874151/medium.jpeg,30.284303,-97.7782188,Travis
8847953,Robergea albicedrae,https://inaturalist-open-data.s3.amazonaws.com/photos/11890601/medium.jpg,30.30992778,-97.821675,Travis
8886234,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/11952130/medium.jpg,30.205,-97.71388889,Travis
8886235,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/11952133/medium.jpg,30.18179304,-97.72507579,Travis
8931114,Usnea cirrosa,https://inaturalist-open-data.s3.amazonaws.com/photos/12029703/medium.jpg,30.16446028,-97.84552574,Travis
9019958,Flavoparmelia rutidota,https://inaturalist-open-data.s3.amazonaws.com/photos/12164052/medium.jpg,30.1625123,-97.84336925,Travis
9019959,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/12164058/medium.jpg,30.1625123,-97.84336925,Travis
9019961,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/12164069/medium.jpg,30.1625123,-97.84336925,Travis
9036253,Flavoparmelia caperata,https://inaturalist-open-data.s3.amazonaws.com/photos/12191784/medium.jpeg,30.40603874,-97.68599262,Travis
9044825,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/12206503/medium.jpeg,30.33673056,-97.89162222,Travis
9058137,Ramalina celastri,https://static.inaturalist.org/photos/12239636/medium.jpg,30.1928938,-97.71655776,Travis
9063958,Robergea albicedrae,https://inaturalist-open-data.s3.amazonaws.com/photos/12238753/medium.jpeg,30.192661,-97.717101,Travis
9064025,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/12238853/medium.jpeg,30.193264,-97.716065,Travis
9130618,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/12339269/medium.jpeg,30.36838206,-97.78431773,Travis
9130620,Punctelia bolliana,https://inaturalist-open-data.s3.amazonaws.com/photos/12339300/medium.jpeg,30.36846537,-97.7843821,Travis
9166216,Xanthomendoza fulva,https://inaturalist-open-data.s3.amazonaws.com/photos/12398156/medium.jpg,30.49007487,-97.60469549,Travis
9253507,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/12530046/medium.jpeg,30.28428667,-97.86038461,Travis
9253510,Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/12530051/medium.jpeg,30.30245317,-97.99923048,Travis
9253511,Parmotrema reticulatum,https://inaturalist-open-data.s3.amazonaws.com/photos/12530054/medium.jpeg,30.24394909,-97.82125613,Travis
9253513,Flavoparmelia rutidota,https://inaturalist-open-data.s3.amazonaws.com/photos/12530061/medium.jpeg,30.36404575,-97.85350343,Travis
9254686,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/12530053/medium.jpeg,30.20027665,-97.96911313,Travis
9268052,Xanthomendoza weberi,https://inaturalist-open-data.s3.amazonaws.com/photos/12556012/medium.jpeg,30.32943385,-97.65631023,Travis
9284417,Parmotrema austrosinense,https://inaturalist-open-data.s3.amazonaws.com/photos/12582831/medium.jpg,30.4897311,-98.09592602,Travis
9284419,Punctelia rudecta,https://inaturalist-open-data.s3.amazonaws.com/photos/12582842/medium.jpg,30.4897311,-98.09592602,Travis
9284422,Punctelia bolliana,https://inaturalist-open-data.s3.amazonaws.com/photos/12582850/medium.jpg,30.4897311,-98.09592602,Travis
9284423,Coccocarpia palmicola,https://inaturalist-open-data.s3.amazonaws.com/photos/12582854/medium.jpg,30.4897311,-98.09592602,Travis
9284425,Dirinaria picta,https://inaturalist-open-data.s3.amazonaws.com/photos/12582862/medium.jpg,30.4897311,-98.09592602,Travis
9284449,Dirinaria picta,https://inaturalist-open-data.s3.amazonaws.com/photos/12582930/medium.jpg,30.4897311,-98.09592602,Travis
9284451,Dirinaria picta,https://inaturalist-open-data.s3.amazonaws.com/photos/12582939/medium.jpg,30.4897311,-98.09592602,Travis
9284455,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/12582944/medium.jpg,30.4897311,-98.09592602,Travis
9284459,Parmotrema hypotropum,https://inaturalist-open-data.s3.amazonaws.com/photos/12582950/medium.jpg,30.4897311,-98.09592602,Travis
9284462,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/12584133/medium.jpg,30.4897311,-98.09592602,Travis
9284464,Parmotrema hypotropum,https://inaturalist-open-data.s3.amazonaws.com/photos/12582962/medium.jpg,30.4897311,-98.09592602,Travis
9284467,Usnea cirrosa,https://inaturalist-open-data.s3.amazonaws.com/photos/12582969/medium.jpg,30.4897311,-98.09592602,Travis
9284469,Ramalina americana,https://inaturalist-open-data.s3.amazonaws.com/photos/12582978/medium.jpg,30.4897311,-98.09592602,Travis
9290891,Psora pseudorussellii,https://inaturalist-open-data.s3.amazonaws.com/photos/12594734/medium.jpeg,30.18761975,-97.72163987,Travis
9290922,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/12594977/medium.jpeg,30.1878516,-97.72255182,Travis
9291007,Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/12595015/medium.jpeg,30.1878516,-97.72257328,Travis
9403816,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/12777567/medium.jpg,30.3704068,-97.7630873,Travis
9403830,Coccocarpia palmicola,https://inaturalist-open-data.s3.amazonaws.com/photos/12777587/medium.jpg,30.3704068,-97.7630873,Travis
9403831,Punctelia rudecta,https://inaturalist-open-data.s3.amazonaws.com/photos/12777590/medium.jpg,30.3704068,-97.7630873,Travis
9403835,Phaeophyscia hirsuta,https://inaturalist-open-data.s3.amazonaws.com/photos/12777597/medium.jpg,30.28741335,-97.61198269,Travis
9504812,Ramalina complanata,https://inaturalist-open-data.s3.amazonaws.com/photos/12951321/medium.jpg,30.45268381,-98.02473994,Travis
9504813,Parmotrema reticulatum,https://inaturalist-open-data.s3.amazonaws.com/photos/12951322/medium.jpg,30.45268381,-98.02473994,Travis
9504814,Parmotrema austrosinense,https://inaturalist-open-data.s3.amazonaws.com/photos/12951323/medium.jpg,30.45268381,-98.02473994,Travis
9504816,Xanthomendoza fulva,https://inaturalist-open-data.s3.amazonaws.com/photos/12951325/medium.jpg,30.45268381,-98.02473994,Travis
9504817,Physcia stellaris,https://inaturalist-open-data.s3.amazonaws.com/photos/12951327/medium.jpg,30.45268381,-98.02473994,Travis
9504818,Punctelia bolliana,https://inaturalist-open-data.s3.amazonaws.com/photos/12951330/medium.jpg,30.45268381,-98.02473994,Travis
9504821,Haematomma persoonii,https://inaturalist-open-data.s3.amazonaws.com/photos/12951334/medium.jpg,30.45268381,-98.02473994,Travis
9504822,Ramalina complanata,https://inaturalist-open-data.s3.amazonaws.com/photos/12951335/medium.jpg,30.45268381,-98.02473994,Travis
9504823,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/12951336/medium.jpg,30.45268381,-98.02473994,Travis
9504824,Flavoparmelia rutidota,https://inaturalist-open-data.s3.amazonaws.com/photos/12951337/medium.jpg,30.45268381,-98.02473994,Travis
9504835,Psora crenata,https://inaturalist-open-data.s3.amazonaws.com/photos/12951355/medium.jpg,30.45268381,-98.02473994,Travis
9504839,Punctelia bolliana,https://inaturalist-open-data.s3.amazonaws.com/photos/12951316/medium.jpg,30.45268381,-98.02473994,Travis
9566055,Dirinaria picta,https://static.inaturalist.org/photos/13056811/medium.jpeg,30.31112298,-97.77014569,Travis
9566163,Parmotrema austrosinense,https://static.inaturalist.org/photos/13057079/medium.jpeg,30.31077334,-97.77025759,Travis
9613249,Parmelia sulcata,https://static.inaturalist.org/photos/13118481/medium.jpg,30.38901554,-97.75842587,Travis
9623159,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/13135261/medium.jpeg,30.1969769,-97.87887096,Travis
9652474,Usnea trichodea,https://inaturalist-open-data.s3.amazonaws.com/photos/13185311/medium.jpeg,30.179267,-97.72232383,Travis
9659187,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/13196703/medium.jpeg,30.23889994,-97.70004272,Travis
9723513,Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/13301499/medium.jpg,30.24109316,-97.69738759,Travis
9854236,Coccocarpia palmicola,https://inaturalist-open-data.s3.amazonaws.com/photos/13496930/medium.jpeg,30.30698333,-97.63596322,Travis
9894740,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/13565875/medium.jpg,30.24438,-97.829575,Travis
9899203,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/13573538/medium.jpeg,30.44119,-97.61678,Travis
9942791,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/13646985/medium.jpg,30.58183271,-98.02794587,Travis
9946966,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/13654955/medium.jpeg,30.24136546,-97.69730687,Travis
9946967,Physcia aipolia,https://inaturalist-open-data.s3.amazonaws.com/photos/13654961/medium.jpeg,30.24136546,-97.69730687,Travis
9950092,Ramalina stenospora,https://inaturalist-open-data.s3.amazonaws.com/photos/13660423/medium.jpeg,30.20077331,-97.88301229,Travis
9950344,Usnea trichodea,https://inaturalist-open-data.s3.amazonaws.com/photos/13660769/medium.jpeg,30.20167787,-97.88466454,Travis
9957302,Parmotrema perforatum,https://static.inaturalist.org/photos/13672904/medium.jpg,30.28324401,-97.62525754,Travis
9957304,Teloschistes chrysophthalmus,https://static.inaturalist.org/photos/13672914/medium.jpg,30.2832187,-97.62519132,Travis
9960395,Teloschistes exilis,https://static.inaturalist.org/photos/13678652/medium.jpg,30.24247,-97.79259,Travis
9971548,Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/13699848/medium.jpeg,30.28383155,-97.78092675,Travis
9996941,Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/13743467/medium.jpeg,30.209107,-97.647235,Travis
9997207,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/13743886/medium.jpeg,30.209107,-97.647235,Travis
10022625,Psora pseudorussellii,https://inaturalist-open-data.s3.amazonaws.com/photos/13783328/medium.jpeg,30.21416621,-97.70810917,Travis
10023439,Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/13784310/medium.jpg,30.16611111,-97.84277778,Travis
10023441,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/13784307/medium.jpg,30.16611111,-97.84277778,Travis
10023442,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/13784317/medium.jpg,30.16611111,-97.8425,Travis
10035169,Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/13804812/medium.jpg,30.18806333,-97.718125,Travis
10045174,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/13822559/medium.jpeg,30.28036308,-97.69800568,Travis
10045177,Ramalina complanata,https://inaturalist-open-data.s3.amazonaws.com/photos/13822569/medium.jpeg,30.28043365,-97.69812012,Travis
10047946,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/13827639/medium.jpg,30.24089887,-97.69778324,Travis
10048182,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/13828119/medium.jpg,30.2394654,-97.70113392,Travis
10049658,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/13830643/medium.jpg,30.24088667,-97.69780833,Travis
10093645,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/13906672/medium.jpeg,30.28348991,-97.78085232,Travis
10114297,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/13943578/medium.jpeg,30.23909574,-97.70213664,Travis
10134777,Psora pseudorussellii,https://inaturalist-open-data.s3.amazonaws.com/photos/13966034/medium.jpg,30.37749089,-97.78862089,Travis
10156106,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/14015667/medium.jpg,30.24088667,-97.69777,Travis
10183685,Parmelia sulcata,https://inaturalist-open-data.s3.amazonaws.com/photos/14062827/medium.jpeg,30.245673,-97.8019579,Travis
10186972,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/14068258/medium.jpg,30.24087167,-97.69780833,Travis
10187009,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/14068318/medium.jpg,30.24090833,-97.69780833,Travis
10202417,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/14095448/medium.jpg,30.24144174,-97.69725751,Travis
10202428,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/14095475/medium.jpg,30.240855,-97.69777833,Travis
10228490,Xanthoria parietina,https://static.inaturalist.org/photos/14138989/medium.jpg,30.196645,-97.86995833,Travis
10232552,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/14146479/medium.jpg,30.42444444,-97.84972222,Travis
10295518,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/14258419/medium.jpg,30.24085833,-97.69783,Travis
10312888,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/14288541/medium.jpg,30.19498215,-97.6106304,Travis
10327839,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/14314431/medium.jpeg,30.18452833,-97.87371333,Travis
10329006,Physcia americana,https://inaturalist-open-data.s3.amazonaws.com/photos/14317322/medium.jpg,30.24117097,-97.69883866,Travis
10329007,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/14317325/medium.jpg,30.24121685,-97.69903714,Travis
10329010,Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/14317444/medium.jpg,30.24143098,-97.69928195,Travis
10393200,Dirinaria picta,https://inaturalist-open-data.s3.amazonaws.com/photos/14428397/medium.jpg,30.23732167,-97.70072167,Travis
10407150,Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/14453026/medium.jpg,30.47319934,-97.58228302,Travis
10407192,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/14453002/medium.jpeg,30.24095,-97.69773056,Travis
10407690,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/14452966/medium.jpg,30.2331657,-97.7054267,Travis
10415627,Usnea strigosa,https://inaturalist-open-data.s3.amazonaws.com/photos/14467096/medium.jpeg,30.3400273,-97.88717549,Travis
10426032,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/14484302/medium.jpg,30.28506389,-97.78213056,Travis
10456976,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/14538396/medium.jpg,30.23694444,-97.70388889,Travis
10482824,Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/14574455/medium.jpg,30.16,-97.84638889,Travis
10482825,Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/14574464/medium.jpg,30.16111111,-97.84722222,Travis
10482826,Usnea strigosa,https://inaturalist-open-data.s3.amazonaws.com/photos/14574472/medium.jpg,30.16111111,-97.84722222,Travis
